all	MTkyMMOXMTA4MA==	1080p
epx	MjE2MHAgMTA4MHA=	4k
all	MjE2MHAgMTA4MHA=	4k
epx	NTc2cCBEVkRSaXA=	-
all	NTc2cCBEVkRSaXA=	576p,dvdrip
epx	NDgwcA==	-
all	NDgwcA==	480p
epx	SEQ=	-
all	SEQ=	-
epx	Q0FN	-
all	Q0FN	-
epx	RFZE	-
all	RFZE	-
epx	VUhE	4k
all	VUhE	4k
epx	SEVWQw==	hevc
all	SEVWQw==	hevc
epx	SC4yNjU=	hevc
all	SC4yNjU=	hevc
epx	SDI2NQ==	hevc
all	SDI2NQ==	hevc
epx	eDI2NQ==	hevc
all	eDI2NQ==	hevc
epx	aHZjMQ==	hevc
all	aHZjMQ==	hevc
epx	aGV2MQ==	hevc
all	aGV2MQ==	hevc
epx	QVZD	avc
all	QVZD	avc
epx	SC4yNjQ=	avc
all	SC4yNjQ=	avc
epx	eDI2NA==	avc
all	eDI2NA==	avc
epx	YXZjMQ==	avc
all	YXZjMQ==	avc
epx	TVBFRy00IEFWQw==	avc
all	TVBFRy00IEFWQw==	avc
epx	TVBFRzQ=	-
all	TVBFRzQ=	-
epx	TVBFRy00	-
all	TVBFRy00	-
epx	TWFpbjEw	-
all	TWFpbjEw	-
epx	QVYxIE1haW4xMA==	av1
all	QVYxIE1haW4xMA==	av1
epx	VlA5IFByb2ZpbGUgMg==	vp9
all	VlA5IFByb2ZpbGUgMg==	vp9
epx	WHZpRCBNUEVHNA==	-
all	WHZpRCBNUEVHNA==	xvid
epx	TVBFRy0yIFZDLTE=	-
all	TVBFRy0yIFZDLTE=	mpeg2,vc1
epx	MTAtYml0IEhFVkM=	10bit,hevc
all	MTAtYml0IEhFVkM=	10bit,hevc
epx	OGJpdCBBVkM=	8bit,avc
all	OGJpdCBBVkM=	8bit,avc
epx	eXV2NDIwcDEwbGU=	10bit
all	eXV2NDIwcDEwbGU=	10bit
epx	cDAxMGxl	10bit
all	cDAxMGxl	10bit
epx	VmlkZW8gQml0RGVwdGg9MTA=	10bit
all	VmlkZW8gQml0RGVwdGg9MTA=	10bit
epx	QXVkaW8gQml0RGVwdGg9MjQ=	-
all	QXVkaW8gQml0RGVwdGg9MjQ=	-
epx	RUFDMw==	ddplus
all	RUFDMw==	ddplus
epx	RS1BQy0z	ddplus
all	RS1BQy0z	ddplus
epx	REQr	ddplus
all	REQr	ddplus
epx	RERQ	ddplus
all	RERQ	ddplus
epx	RG9sYnkgRGlnaXRhbCBQbHVz	ddplus
all	RG9sYnkgRGlnaXRhbCBQbHVz	ddplus
epx	QUMz	dd
all	QUMz	dd
epx	QUMtMw==	dd
all	QUMtMw==	dd
epx	REQ=	dd
all	REQ=	dd
epx	RG9sYnkgRGlnaXRhbA==	dd
all	RG9sYnkgRGlnaXRhbA==	dd
epx	RUFDMzUuMQ==	51,ddplus
all	RUFDMzUuMQ==	51,ddplus
epx	RERQNS4x	51,ddplus
all	RERQNS4x	51,ddplus
epx	REQrNS4x	51,ddplus
all	REQrNS4x	51,ddplus
epx	VHJ1ZUhENS4x	51,truehd
all	VHJ1ZUhENS4x	51,truehd
epx	QUMzNS4x	51,dd
all	QUMzNS4x	51,dd
epx	QUFDMi4w	20,aac
all	QUFDMi4w	20,aac
epx	RFRTLUhELk1BNS4x	51,dtshd
all	RFRTLUhELk1BNS4x	51,dtshd
epx	RFRT	dts
all	RFRT	dts
epx	RFRTLUhE	dtshd-core
all	RFRTLUhE	dtshd-core
epx	RFRTLUhEIEhSQQ==	dtshd-core
all	RFRTLUhEIEhSQQ==	dtshd-core
epx	RFRTLUhEIE1B	dtshd
all	RFRTLUhEIE1B	dtshd
epx	RFRTIFhMTA==	dtshd
all	RFRTIFhMTA==	dtshd
epx	RFRTOlg=	dtsx
all	RFRTOlg=	dtsx
epx	UENNX1MyNExF	pcm
all	UENNX1MyNExF	pcm
epx	TFBDTQ==	pcm
all	TFBDTQ==	pcm
epx	TVAz	-
all	TVAz	mp3
epx	NS4x	51
all	NS4x	51
epx	Ny4x	71
all	Ny4x	71
epx	Ni4x	61
all	Ni4x	61
epx	Mi4w	20
all	Mi4w	20
epx	MS4w	10
all	MS4w	10
epx	TW9ubw==	10
all	TW9ubw==	10
epx	U3RlcmVv	20
all	U3RlcmVv	20
epx	QXVkaW86IE1vbm8=	10
all	QXVkaW86IE1vbm8=	10
epx	U3RlcmVvIEF1ZGlv	20
all	U3RlcmVvIEF1ZGlv	20
epx	TDUuMQ==	-
all	TDUuMQ==	-
epx	TGV2ZWwgNS4x	-
all	TGV2ZWwgNS4x	-
epx	TGV2ZWw6IDUuMQ==	-
all	TGV2ZWw6IDUuMQ==	-
epx	UHJvZmlsZSA1LjE=	-
all	UHJvZmlsZSA1LjE=	-
epx	SEVWQyBMZXZlbCA1LjEgQUFDIDIuMA==	20,aac,hevc
all	SEVWQyBMZXZlbCA1LjEgQUFDIDIuMA==	20,aac,hevc
epx	TGV2ZWwgNS4xIEFBQyA1LjE=	51,aac
all	TGV2ZWwgNS4xIEFBQyA1LjE=	51,aac
epx	VmVyc2lvbiAyLjA=	-
all	VmVyc2lvbiAyLjA=	-
epx	NmNo	-
all	NmNo	-
epx	OCBjaGFubmVscw==	-
all	OCBjaGFubmVscw==	-
epx	SU1BWCBFbmhhbmNlZA==	imax-enhanced
all	SU1BWCBFbmhhbmNlZA==	imax-enhanced
epx	SU1BWA==	imax
all	SU1BWA==	imax
epx	M0QgU0JT	-
all	M0QgU0JT	3d
epx	NjAgZnBz	-
all	NjAgZnBz	60fps
epx	MTIwRlBT	-
all	MTIwRlBT	120fps
epx	NTAgZnBz	-
all	NTAgZnBz	50fps
epx	RnJhbWVSYXRlPTYw	-
all	RnJhbWVSYXRlPTYw	60fps
epx	MTIwIE1icHM=	-
all	MTIwIE1icHM=	-
epx	QXVkaW8gNDgwMDAgSHo=	-
all	QXVkaW8gNDgwMDAgSHo=	-
epx	SHlicmlkIExvZyBHYW1tYQ==	hlg
all	SHlicmlkIExvZyBHYW1tYQ==	hlg
epx	SHlicmlkIFdFQi1ETA==	web-dl
all	SHlicmlkIFdFQi1ETA==	hybrid,web-dl
epx	5Lit5paH5a2X5bmV	-
all	5Lit5paH5a2X5bmV	-
epx	RW5nbGlzaCBzdWJ0aXRsZXM=	-
all	RW5nbGlzaCBzdWJ0aXRsZXM=	-
epx	QXVkaW86IGVuZw==	-
all	QXVkaW86IGVuZw==	english
epx	QXVkaW8gTGFuZ3VhZ2U6IGpwbg==	-
all	QXVkaW8gTGFuZ3VhZ2U6IGpwbg==	japanese
epx	5Lit5paH6Z+z6L2o	-
all	5Lit5paH6Z+z6L2o	chinese
epx	5Zu96K+t6YWN6Z+z	-
all	5Zu96K+t6YWN6Z+z	chinese
epx	6Z+p6K+t6Z+z6L2o	-
all	6Z+p6K+t6Z+z6L2o	korean
epx	RW5nbGlzaCBBdWRpbw==	-
all	RW5nbGlzaCBBdWRpbw==	english
epx	TmV0ZmxpeCBXRUItREw=	web-dl
all	TmV0ZmxpeCBXRUItREw=	netflix,web-dl
epx	QVRWUCBXRUItREw=	web-dl
all	QVRWUCBXRUItREw=	apple-tv,web-dl
epx	RFNOUCBXRUItREw=	web-dl
all	RFNOUCBXRUItREw=	disney-plus,web-dl
epx	SHVsdSBXRUItREw=	web-dl
all	SHVsdSBXRUItREw=	hulu,web-dl
epx	UENPSyBXRUJSaXA=	webrip
all	UENPSyBXRUJSaXA=	peacock,webrip
epx	UE1UUCBXRUItREw=	web-dl
all	UE1UUCBXRUItREw=	paramount-plus,web-dl
epx	QU1aTiBXRUItREw=	web-dl
all	QU1aTiBXRUItREw=	prime-video,web-dl
epx	Q3J1bmNoeXJvbGwgV0VCUmlw	webrip
all	Q3J1bmNoeXJvbGwgV0VCUmlw	crunchyroll,webrip
epx	RGlyZWN0b3IncyBDdXQ=	-
all	RGlyZWN0b3IncyBDdXQ=	directors-cut
epx	RVhURU5ERUQ=	-
all	RVhURU5ERUQ=	extended
epx	UmVtYXN0ZXJlZA==	-
all	UmVtYXN0ZXJlZA==	remastered
epx	T3BlbiBNYXR0ZQ==	-
all	T3BlbiBNYXR0ZQ==	open-matte
epx	UmVwYWNr	-
all	UmVwYWNr	repack
epx	UHJvcGVy	-
all	UHJvcGVy	proper
epx	Q3JpdGVyaW9u	-
all	Q3JpdGVyaW9u	criterion
epx	QmxhY2sgJiBXaGl0ZQ==	-
all	QmxhY2sgJiBXaGl0ZQ==	black-white
epx	VGhlYXRyaWNhbCBDdXQ=	-
all	VGhlYXRyaWNhbCBDdXQ=	theatrical
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNQ==	dolby-vision
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNQ==	dv-p5
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p5
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p5
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBBdG1vcw==	combo-dv-atmos
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBBdG1vcw==	combo-dv-atmos-p5
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBUcnVlSEQ=	combo-dv-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNSBUcnVlSEQ=	combo-dv-truehd-p5
epx	RFYgUDU=	dolby-vision
all	RFYgUDU=	dv-p5
epx	RFYgUDUgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd
all	RFYgUDUgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd-p5
epx	RFYgUDUgRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus
all	RFYgUDUgRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus-p5
epx	RFYgUDUgQXRtb3M=	combo-dv-atmos
all	RFYgUDUgQXRtb3M=	combo-dv-atmos-p5
epx	RFYgUDUgVHJ1ZUhE	combo-dv-truehd
all	RFYgUDUgVHJ1ZUhE	combo-dv-truehd-p5
epx	ZHZoZS4wNS4wNg==	dolby-vision
all	ZHZoZS4wNS4wNg==	dv-p5
epx	ZHZoZS4wNS4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	ZHZoZS4wNS4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p5
epx	ZHZoZS4wNS4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	ZHZoZS4wNS4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p5
epx	ZHZoZS4wNS4wNiBBdG1vcw==	combo-dv-atmos
all	ZHZoZS4wNS4wNiBBdG1vcw==	combo-dv-atmos-p5
epx	ZHZoZS4wNS4wNiBUcnVlSEQ=	combo-dv-truehd
all	ZHZoZS4wNS4wNiBUcnVlSEQ=	combo-dv-truehd-p5
epx	RFY1	dolby-vision
all	RFY1	dv-p5
epx	RFY1IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd
all	RFY1IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd-p5
epx	RFY1IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus
all	RFY1IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus-p5
epx	RFY1IEF0bW9z	combo-dv-atmos
all	RFY1IEF0bW9z	combo-dv-atmos-p5
epx	RFY1IFRydWVIRA==	combo-dv-truehd
all	RFY1IFRydWVIRA==	combo-dv-truehd-p5
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNw==	dolby-vision
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNw==	dv-p7
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p7
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p7
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBBdG1vcw==	combo-dv-atmos
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBBdG1vcw==	combo-dv-atmos-p7
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBUcnVlSEQ=	combo-dv-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgNyBUcnVlSEQ=	combo-dv-truehd-p7
epx	RFYgUDc=	dolby-vision
all	RFYgUDc=	dv-p7
epx	RFYgUDcgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd
all	RFYgUDcgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd-p7
epx	RFYgUDcgRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus
all	RFYgUDcgRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus-p7
epx	RFYgUDcgQXRtb3M=	combo-dv-atmos
all	RFYgUDcgQXRtb3M=	combo-dv-atmos-p7
epx	RFYgUDcgVHJ1ZUhE	combo-dv-truehd
all	RFYgUDcgVHJ1ZUhE	combo-dv-truehd-p7
epx	ZHZoZS4wNy4wNg==	dolby-vision
all	ZHZoZS4wNy4wNg==	dv-p7
epx	ZHZoZS4wNy4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	ZHZoZS4wNy4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p7
epx	ZHZoZS4wNy4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	ZHZoZS4wNy4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p7
epx	ZHZoZS4wNy4wNiBBdG1vcw==	combo-dv-atmos
all	ZHZoZS4wNy4wNiBBdG1vcw==	combo-dv-atmos-p7
epx	ZHZoZS4wNy4wNiBUcnVlSEQ=	combo-dv-truehd
all	ZHZoZS4wNy4wNiBUcnVlSEQ=	combo-dv-truehd-p7
epx	RFY3	dolby-vision
all	RFY3	dv-p7
epx	RFY3IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd
all	RFY3IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd-p7
epx	RFY3IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus
all	RFY3IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus-p7
epx	RFY3IEF0bW9z	combo-dv-atmos
all	RFY3IEF0bW9z	combo-dv-atmos-p7
epx	RFY3IFRydWVIRA==	combo-dv-truehd
all	RFY3IFRydWVIRA==	combo-dv-truehd-p7
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOA==	dolby-vision
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOA==	dv-p8
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p8
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p8
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBBdG1vcw==	combo-dv-atmos
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBBdG1vcw==	combo-dv-atmos-p8
epx	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBUcnVlSEQ=	combo-dv-truehd
all	RG9sYnkgVmlzaW9uIFByb2ZpbGUgOCBUcnVlSEQ=	combo-dv-truehd-p8
epx	RFYgUDg=	dolby-vision
all	RFYgUDg=	dv-p8
epx	RFYgUDggVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd
all	RFYgUDggVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd-p8
epx	RFYgUDggRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus
all	RFYgUDggRUFDMyBBdG1vcw==	combo-dv-atmos-ddplus-p8
epx	RFYgUDggQXRtb3M=	combo-dv-atmos
all	RFYgUDggQXRtb3M=	combo-dv-atmos-p8
epx	RFYgUDggVHJ1ZUhE	combo-dv-truehd
all	RFYgUDggVHJ1ZUhE	combo-dv-truehd-p8
epx	ZHZoZS4wOC4wNg==	dolby-vision
all	ZHZoZS4wOC4wNg==	dv-p8
epx	ZHZoZS4wOC4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd
all	ZHZoZS4wOC4wNiBUcnVlSEQgQXRtb3M=	combo-dv-atmos-truehd-p8
epx	ZHZoZS4wOC4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus
all	ZHZoZS4wOC4wNiBFQUMzIEF0bW9z	combo-dv-atmos-ddplus-p8
epx	ZHZoZS4wOC4wNiBBdG1vcw==	combo-dv-atmos
all	ZHZoZS4wOC4wNiBBdG1vcw==	combo-dv-atmos-p8
epx	ZHZoZS4wOC4wNiBUcnVlSEQ=	combo-dv-truehd
all	ZHZoZS4wOC4wNiBUcnVlSEQ=	combo-dv-truehd-p8
epx	RFY4	dolby-vision
all	RFY4	dv-p8
epx	RFY4IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd
all	RFY4IFRydWVIRCBBdG1vcw==	combo-dv-atmos-truehd-p8
epx	RFY4IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus
all	RFY4IEVBQzMgQXRtb3M=	combo-dv-atmos-ddplus-p8
epx	RFY4IEF0bW9z	combo-dv-atmos
all	RFY4IEF0bW9z	combo-dv-atmos-p8
epx	RFY4IFRydWVIRA==	combo-dv-truehd
all	RFY4IFRydWVIRA==	combo-dv-truehd-p8
epx	UHJvZmlsZSA1	-
all	UHJvZmlsZSA1	-
epx	RFYgUDUgRFYgUDcgQXRtb3M=	combo-dv-atmos
all	RFYgUDUgRFYgUDcgQXRtb3M=	combo-dv-atmos
epx	RFYgUDUgRFYgUDc=	dolby-vision
all	RFYgUDUgRFYgUDc=	dolby-vision
epx	4oGjIOKBpA==	dolby-vision,hdr10plus
all	4oGjIOKBpA==	dolby-vision,hdr10plus
epx	VGl0bGVfRG9sYnlWaXNpb25fQXRtb3NfVHJ1ZUhE	combo-dv-atmos-truehd
all	VGl0bGVfRG9sYnlWaXNpb25fQXRtb3NfVHJ1ZUhE	combo-dv-atmos-truehd
epx	RFYgQXRtb3MgVHJ1ZUhE	combo-dv-atmos-truehd
all	RFYgQXRtb3MgVHJ1ZUhE	combo-dv-atmos-truehd
epx	RFYKQXRtb3MKVHJ1ZUhE	combo-dv-atmos-truehd
all	RFYKQXRtb3MKVHJ1ZUhE	combo-dv-atmos-truehd
epx	RFYNCkF0bW9zDQpUcnVlSEQ=	combo-dv-atmos-truehd
all	RFYNCkF0bW9zDQpUcnVlSEQ=	combo-dv-atmos-truehd
epx	RFZfQXRtb3NfVHJ1ZUhE	combo-dv-atmos-truehd
all	RFZfQXRtb3NfVHJ1ZUhE	combo-dv-atmos-truehd
epx	RFYgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd
all	RFYgVHJ1ZUhEIEF0bW9z	combo-dv-atmos-truehd
epx	RFYKVHJ1ZUhECkF0bW9z	combo-dv-atmos-truehd
all	RFYKVHJ1ZUhECkF0bW9z	combo-dv-atmos-truehd
epx	RFYNClRydWVIRA0KQXRtb3M=	combo-dv-atmos-truehd
all	RFYNClRydWVIRA0KQXRtb3M=	combo-dv-atmos-truehd
epx	RFZfVHJ1ZUhEX0F0bW9z	combo-dv-atmos-truehd
all	RFZfVHJ1ZUhEX0F0bW9z	combo-dv-atmos-truehd
epx	QXRtb3MgRFYgVHJ1ZUhE	combo-dv-atmos-truehd
all	QXRtb3MgRFYgVHJ1ZUhE	combo-dv-atmos-truehd
epx	QXRtb3MKRFYKVHJ1ZUhE	combo-dv-atmos-truehd
all	QXRtb3MKRFYKVHJ1ZUhE	combo-dv-atmos-truehd
epx	QXRtb3MNCkRWDQpUcnVlSEQ=	combo-dv-atmos-truehd
all	QXRtb3MNCkRWDQpUcnVlSEQ=	combo-dv-atmos-truehd
epx	QXRtb3NfRFZfVHJ1ZUhE	combo-dv-atmos-truehd
all	QXRtb3NfRFZfVHJ1ZUhE	combo-dv-atmos-truehd
epx	QXRtb3MgVHJ1ZUhEIERW	combo-dv-atmos-truehd
all	QXRtb3MgVHJ1ZUhEIERW	combo-dv-atmos-truehd
epx	QXRtb3MKVHJ1ZUhECkRW	combo-dv-atmos-truehd
all	QXRtb3MKVHJ1ZUhECkRW	combo-dv-atmos-truehd
epx	QXRtb3MNClRydWVIRA0KRFY=	combo-dv-atmos-truehd
all	QXRtb3MNClRydWVIRA0KRFY=	combo-dv-atmos-truehd
epx	QXRtb3NfVHJ1ZUhEX0RW	combo-dv-atmos-truehd
all	QXRtb3NfVHJ1ZUhEX0RW	combo-dv-atmos-truehd
epx	VHJ1ZUhEIERWIEF0bW9z	combo-dv-atmos-truehd
all	VHJ1ZUhEIERWIEF0bW9z	combo-dv-atmos-truehd
epx	VHJ1ZUhECkRWCkF0bW9z	combo-dv-atmos-truehd
all	VHJ1ZUhECkRWCkF0bW9z	combo-dv-atmos-truehd
epx	VHJ1ZUhEDQpEVg0KQXRtb3M=	combo-dv-atmos-truehd
all	VHJ1ZUhEDQpEVg0KQXRtb3M=	combo-dv-atmos-truehd
epx	VHJ1ZUhEX0RWX0F0bW9z	combo-dv-atmos-truehd
all	VHJ1ZUhEX0RWX0F0bW9z	combo-dv-atmos-truehd
epx	VHJ1ZUhEIEF0bW9zIERW	combo-dv-atmos-truehd
all	VHJ1ZUhEIEF0bW9zIERW	combo-dv-atmos-truehd
epx	VHJ1ZUhECkF0bW9zCkRW	combo-dv-atmos-truehd
all	VHJ1ZUhECkF0bW9zCkRW	combo-dv-atmos-truehd
epx	VHJ1ZUhEDQpBdG1vcw0KRFY=	combo-dv-atmos-truehd
all	VHJ1ZUhEDQpBdG1vcw0KRFY=	combo-dv-atmos-truehd
epx	VHJ1ZUhEX0F0bW9zX0RW	combo-dv-atmos-truehd
all	VHJ1ZUhEX0F0bW9zX0RW	combo-dv-atmos-truehd
